SampleID,Normalization,Panel,Plate,Adj_factor,UniProt,OlinkID,Donor,Celltype,Stimulation,CD56status,Celltype_CD56status,Assay,LOD,NPX
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.078125
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.050785
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.068435
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.105515
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.639115,-3.189545
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.639115,-2.896285
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,NK,control,NA,NK,IL-7,-2.639115,-3.276645
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.639115,-3.243605
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,NK,control,NA,NK,IL-7,-2.639115,-3.346885
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.639115,-2.847525
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.034425
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.352785
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.372615
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,NK,control,NA,NK,IL-7,-2.639115,-3.183545
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.639115,-3.241215
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.639115,-2.938785
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,CD8T,PMA + Ionomycin,NA,CD8T,IL-7,-2.639115,-2.932615
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.382915
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.434955
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.6886,-2.93858
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.6886,-3.10016
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.6886,-2.68016
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,NK,IL-12 + IL-18,NA,NK,OPG,-2.6886,-1.20932
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,NK,IL-12 + IL-18,NA,NK,OPG,-2.6886,-3.3985
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.6886,-2.95225
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.6886,-3.3243
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.6886,-3.13613
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,NK,control,NA,NK,OPG,-2.6886,-2.10637
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,NK,IL-12 + IL-18,NA,NK,OPG,-2.6886,-3.15319
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.42175
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.05088
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.6886,-2.77424
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.14663
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,NK,IL-12 + IL-18,NA,NK,OPG,-2.6886,-2.46016
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.6886,-3.38779
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.16393
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.34101
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.6886,-3.47823
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.1764
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.6886,-3.46751
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.6886,-2.92121
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.31946
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,NK,control,NA,NK,OPG,-2.6886,-3.07131
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.6886,-3.56013
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,NK,control,NA,NK,OPG,-2.6886,-3.51065
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.6886,-2.87966
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,MAIT,control,CD56neg,CD56- MAIT,OPG,-2.6886,-3.19093
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.11053
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,OPG,-2.6886,-3.05572
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,NK,control,NA,NK,OPG,-2.6886,-3.06831
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D6,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.6886,-3.30902
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,OPG,-2.6886,-2.73241
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D5,CD8T,PMA + Ionomycin,NA,CD8T,OPG,-2.6886,-2.9928
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,OPG,-2.6886,-3.56477
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.03416,O00300,OID00479,D7,MAIT,control,CD56pos,CD56+ MAIT,OPG,-2.6886,-3.56272
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,0.18242
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.06315
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,0.64926
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.55868,-0.69463
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.55868,-0.34864
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,1.22755
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.09642
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.22193
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,NK,control,NA,NK,LAP TGFb1,-0.55868,-0.85114
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.55868,-0.93833
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.57981
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.50658
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.13468
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.0435
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,NK,IL-12 + IL-18,NA,NK,LAP TGFb1,-0.55868,-1.02307
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.23271
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,0.94972
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.11912
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.35221
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.12139
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,0.68952
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.55868,0.03568
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.16475
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,NK,control,NA,NK,LAP TGFb1,-0.55868,-1.26134
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.55868,-1.01219
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,NK,control,NA,NK,LAP TGFb1,-0.55868,-1.34736
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,0.30429
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,MAIT,control,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.78017
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.51477
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,-0.41773
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,NK,control,NA,NK,LAP TGFb1,-0.55868,-0.63905
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D6,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.55868,-0.9496
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,0.62542
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D5,CD8T,PMA + Ionomycin,NA,CD8T,LAP TGFb1,-0.55868,-0.698
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,LAP TGFb1,-0.55868,0.75235
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.2372,P01137,OID00480,D7,MAIT,control,CD56pos,CD56+ MAIT,LAP TGFb1,-0.55868,-0.49849
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.01429,1.78419
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.01429,0.21758
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.01429,2.29479
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,NK,IL-12 + IL-18,NA,NK,uPA,-1.01429,0.84556
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,NK,IL-12 + IL-18,NA,NK,uPA,-1.01429,0.05781
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.01429,1.98095
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.01429,1.12372
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.01429,0.84549
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,NK,control,NA,NK,uPA,-1.01429,-0.9061
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,NK,IL-12 + IL-18,NA,NK,uPA,-1.01429,-0.07456
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.01429,1.44118
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.01429,2.0798
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.01429,1.9382
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.01429,0.40206
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,NK,IL-12 + IL-18,NA,NK,uPA,-1.01429,1.20859
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.01429,1.90298
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.01429,1.29779
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.01429,1.96075
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.01429,1.34265
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.01429,0.18494
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.01429,1.61762
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.01429,2.67948
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,uPA,-1.01429,0.92972
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,NK,control,NA,NK,uPA,-1.01429,-1.03296
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.01429,-0.21434
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,NK,control,NA,NK,uPA,-1.01429,-1.36723
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.01429,1.93215
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,MAIT,control,CD56neg,CD56- MAIT,uPA,-1.01429,0.09817
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.01429,1.43253
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,uPA,-1.01429,-0.31784
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,NK,control,NA,NK,uPA,-1.01429,-0.99086
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D6,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.01429,0.04697
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,uPA,-1.01429,2.41983
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D5,CD8T,PMA + Ionomycin,NA,CD8T,uPA,-1.01429,0.53945
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,uPA,-1.01429,2.41972
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.53113,P00749,OID00481,D7,MAIT,control,CD56pos,CD56+ MAIT,uPA,-1.01429,0.58717
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-6,0.99896,0.65975
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-6,0.99896,0.56696
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-6,0.99896,0.36796
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,NK,IL-12 + IL-18,NA,NK,IL-6,0.99896,7.50402
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,NK,IL-12 + IL-18,NA,NK,IL-6,0.99896,0.12305
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-6,0.99896,0.92347
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,MAIT,control,CD56neg,CD56- MAIT,IL-6,0.99896,0.30343
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-6,0.99896,0.50127
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,NK,control,NA,NK,IL-6,0.99896,-0.0029
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D5,NK,IL-12 + IL-18,NA,NK,IL-6,0.99896,7.79388
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-6,0.99896,0.26609
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-6,0.99896,0.37642
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-6,0.99896,1.08995
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-6,0.99896,2.71881
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D7,NK,IL-12 + IL-18,NA,NK,IL-6,0.99896,11.2633
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,MAIT,control,CD56neg,CD56- MAIT,IL-6,0.99896,0.31904
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,MAIT,control,CD56pos,CD56+ MAIT,IL-6,0.99896,0.60619
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D4,MAIT,control,CD56pos,CD56+ MAIT,IL-6,0.99896,0.50853
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D5,MAIT,control,CD56neg,CD56- MAIT,IL-6,0.99896,0.3305
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-6,0.99896,0.65931
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-6,0.99896,0.34104
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D7,CD8T,PMA + Ionomycin,NA,CD8T,IL-6,0.99896,3.38169
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.02872,P05231,OID00482,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-6,0.99896,1.3204
